,POSTED_BY,UNDER_CONSTRUCTION,BHK_NO,SQUARE_FT,LONGITUDE,LATITUDE,PRICE
16365,1,0,3,920.0507614,9.994,76.292,29.0
16366,0,0,2,1124.96943,28.743724,76.81131500000001,92.0
16367,0,0,1,690.0726392000001,18.96,72.82,57.0
16369,1,0,3,1875.073245,13.050999999999998,77.5962,160.0
16370,0,1,1,351.61290319999995,24.69028,78.41889,54.5
16371,0,0,1,690.1157614,18.52361,73.84778,31.0
16372,1,0,3,1500.150015,23.35556,85.33471999999999,50.0
16373,1,0,2,1195.028681,28.506454,77.40956800000001,50.0
16374,1,0,3,1230.12869,12.842686,80.063733,65.0
16375,1,0,2,840.0152730000001,22.294094,73.23368599999999,22.0
16376,1,0,2,1190.046881,21.002826,78.754637,33.0
16377,0,0,3,2614.379085,28.5679,77.3679,100.0
16378,1,0,4,1722.201423,26.8626,75.7633,92.0
16379,0,0,3,1671.41874,18.5481,73.8995,170.0
16380,1,0,3,1576.004067,12.96991,77.59796,62.0
16381,1,0,3,1949.064449,10.782597,79.842124,75.0
16382,0,0,2,1354.17949,28.583415,77.323171,220.0
16383,0,0,2,972.6766292,19.256471,72.868815,110.0
16384,1,0,4,1800.411523,28.730018,77.273589,35.0
16385,1,0,2,915.1265028,28.560719,77.386208,51.0
16386,0,1,2,486.0176462,24.69028,78.41889,65.0
16387,1,0,2,1420.150054,24.58333,73.68333,53.0
16388,0,0,2,506.0728745,11.001776,76.952376,30.0
16389,1,0,2,957.6465679,28.494868,77.410298,45.9
16390,0,0,2,1167.618059,19.126499,72.99956,180.0
16391,0,0,2,1534.195933,28.408144,76.963756,83.0
16393,0,0,2,910.0,18.347616,73.586463,45.5
16394,1,0,4,1764.9135190000002,28.112333000000003,78.60973,100.0
16395,0,0,4,2595.508895,28.408144,76.963756,89.0
16396,0,0,2,963.0005068,9.930471,76.271273,38.0
16398,0,0,1,600.0,19.218498,72.992114,75.0
16400,0,1,1,725.0042151,24.69028,78.41889,43.0
16401,0,0,2,700.0112905,28.651287,77.347732,62.0
16402,0,0,2,1205.369894,16.324317,80.400707,42.2
16403,0,0,1,650.026001,24.69028,78.41889,100.0
16406,0,0,2,1255.994519,19.038205,73.06612,110.0
16408,0,0,1,656.9794404,20.26444,85.82806,42.5
16409,0,0,2,1056.059139,19.035407,73.065449,120.0
16410,0,0,1,550.0261917,24.69028,78.41889,63.0
16411,0,0,2,973.0668983,19.245347,73.124577,56.0
16412,1,0,2,1190.213798,23.19046,77.473795,54.0
16413,0,0,2,728.5714286,26.832353,75.841749,20.4
16414,0,1,2,1169.137,18.49667,73.94167,84.4
16416,0,0,3,902.086074,22.54111,88.33778000000001,48.0
16418,1,1,3,1516.211803,26.886881,80.99441999999999,65.0
16419,2,1,1,453.2289628,24.69028,78.41889,57.9
16420,0,0,4,2189.621196,28.560719,77.386208,100.0
16421,0,0,1,613.0653265999999,18.5823,73.983,30.5
16423,0,0,2,1230.29604,28.629811,77.434197,32.0
16424,0,0,2,1250.0,11.867077,75.383247,45.0
16425,0,0,3,1595.1972560000002,28.63676,77.36315,93.0
16426,0,0,2,786.0752386,18.96667,72.83333,42.0
16427,1,0,2,1389.317691,21.12359,72.804292,45.0
16428,1,0,3,1540.041068,21.56128,74.21238000000001,75.0
16430,1,0,3,1960.01568,28.9196,76.8972,100.0
16431,0,0,3,1275.8356720000002,28.9196,76.8972,100.0
16432,1,0,3,1355.33294,13.013312,77.662077,46.0
16433,0,0,2,1264.181524,28.874383,77.113251,39.0
16434,1,0,3,1849.948613,20.582611,72.93413000000001,54.0
16435,0,0,3,2099.133261,19.155552,72.997112,310.0
16436,1,0,3,1470.096893,12.90489,77.519299,88.0
16438,1,0,2,790.0677201000001,13.05,80.11,28.0
16440,0,1,3,1031.231585,19.05871,72.89969,280.0
16441,1,0,2,1000.0,17.7,83.2167,29.0
16442,0,0,3,2080.948913,22.491565,88.402473,200.0
16443,0,1,3,1319.047619,12.957468,77.516563,55.4
16444,0,0,1,629.9774159,18.5438,73.9438,53.0
16445,1,0,3,1450.125733,12.865219,77.59036,86.5
16446,1,0,1,618.0469716,18.452663,73.93104,30.0
16448,0,1,2,652.4630480000001,20.164875,73.110364,260.0
16450,0,0,3,1380.0,28.381971000000004,77.347688,55.2
16451,1,0,2,1088.007737,13.09,80.27,45.0
16452,1,0,3,1653.074719,12.9657,77.7188,150.0
16453,1,0,2,995.0248756,22.54111,88.33778000000001,60.0
16454,1,0,2,860.0917431,22.54111,88.33778000000001,22.5
16455,0,0,2,880.0492828,18.96667,72.83333,100.0
16456,0,0,5,2749.210875,22.506447,88.363636,270.0
16457,0,0,2,890.4109589,30.662283,76.822397,24.7
16458,1,0,2,1200.120012,30.70987,76.75241700000001,40.0
16459,1,0,3,2400.384061,20.947393,72.927171,100.0
16460,1,0,2,950.0285009,9.9141,78.105266,50.0
16461,0,0,2,1268.011527,12.87028,74.88056,44.0
16462,1,0,2,1051.051051,22.675548000000003,88.352674,56.0
16463,0,0,3,1862.145636,28.431862,77.351104,67.0
16464,2,0,2,1351.152886,28.362327,76.979049,92.0
16465,0,0,2,990.0990099,24.69028,78.41889,78.0
16467,0,0,3,1390.268123,28.6423,77.3445,70.0
16468,0,0,2,806.5020319,22.680731,88.442807,25.8
16469,1,0,2,1370.131141,27.544046,76.598675,70.0
16470,0,0,2,971.4396736,19.255098,72.9815265,100.0
16471,1,0,2,1119.483315,15.591970000000002,73.80894,52.0
16473,0,0,1,645.0645065,24.69028,78.41889,43.0
16474,0,1,2,953.5413466,19.139348,72.820458,180.0
16475,1,0,3,1426.940639,13.09,80.27,75.0
16476,0,0,3,1525.0,17.815234,83.35818,61.0
16477,1,0,2,968.8162277,15.152209,73.96873000000001,32.0
16478,2,1,2,859.4229588999999,21.069719,79.13109399999999,28.0
16479,0,0,2,1148.587056,28.507373,77.386719,37.8
16481,1,0,3,1775.988634,23.235367,72.65756400000001,150.0
16482,1,0,3,1950.078003,12.9958935,77.761394,100.0
16483,0,0,3,1234.285714,22.486964,88.313191,43.2
16484,0,1,1,246.4985994,19.1758,72.8643,48.4
16485,1,0,1,450.016072,21.049126,75.053944,28.0
16486,0,0,2,988.0028229,19.019169,73.01408599999999,140.0
16487,0,0,3,1560.035057,28.568096,77.390253,89.0
16488,0,0,2,1376.020549,19.014858,72.8662,300.0
16489,0,0,3,1528.1459539999998,19.957301,73.839897,98.0
16490,1,0,2,950.0146156,28.535783,77.400502,65.0
16492,0,0,3,1557.434813,28.431862,77.351104,44.2
16493,1,0,2,1250.0,22.55,72.9,26.0
16494,0,1,2,945.0506625,18.637802,73.745912,48.5
16495,1,0,3,1202.1589789999998,19.116670000000003,73.73333000000001,73.5
16496,0,0,2,799.7148967,12.265026,76.62469,56.1
16497,1,0,3,1436.265709,12.9958935,77.761394,72.0
16498,0,0,2,988.0815071,12.940685,80.177022,51.4
16499,0,0,3,1519.971721,26.209302,78.194369,43.0
16500,0,0,2,1177.059855,26.86056,80.91583,47.0
16501,0,0,2,1085.031001,28.494868,77.410298,49.0
16503,0,1,2,1319.0594529999998,18.966114,73.148278,69.0
16504,0,0,2,1200.0,24.69028,78.41889,96.0
16505,0,0,4,1799.953906,18.669919,73.853723,78.1
16506,0,0,1,716.0268129,18.651598,73.735448,47.0
16508,0,0,2,930.2325581,22.54111,88.33778000000001,36.0
16509,1,0,2,967.0734515,22.483471,88.417711,42.0
16510,0,0,2,995.0248756,19.2836,72.8675,84.0
16511,0,0,3,1430.048243,28.44414,77.465898,41.5
16512,1,0,2,1229.538462,28.5734,77.2307,99.9
16513,0,1,2,500.0,19.161955,72.839616,110.0
16514,1,1,2,1199.904008,17.449978,78.48367900000001,50.0
16515,0,0,3,1900.121803,28.6221,77.3674,78.0
16516,0,0,3,1553.398058,12.956863,77.599192,160.0
16517,1,0,3,1600.0,22.54111,88.33778000000001,70.0
16518,1,0,2,1076.542147,19.121226,72.880241,100.0
16519,0,0,3,1900.011875,18.96667,72.83333,320.0
16520,1,0,2,850.0,19.085225,73.661835,42.5
16522,1,0,3,1300.052002,23.82061,86.453351,25.0
16523,0,1,3,1799.729364,30.662283,76.822397,66.5
16524,1,0,3,1319.648094,9.97833,76.28361,45.0
16525,0,1,2,898.6889153999999,18.96667,72.83333,37.7
16527,0,0,2,1450.209475,19.0168,73.09646,90.0
16528,0,1,3,1777.849741,30.662283,76.822397,54.9
16530,0,0,1,408.0095411,19.045171,72.853376,65.0
16531,0,0,2,1100.034376,24.69028,78.41889,160.0
16532,0,0,2,1158.652652,28.5574,77.15899999999999,140.0
16533,1,0,2,894.2457232,19.6394,72.7256,23.0
16534,0,0,2,909.1762057,19.239813,72.962722,96.9
16535,0,0,3,1483.1981460000002,28.9196,76.8972,51.2
16536,0,0,2,1200.120012,19.042483,73.06637099999999,80.0
16537,0,0,4,2345.819145,30.662283,76.822397,62.0
16538,0,0,2,983.550377,24.69028,78.41889,28.7
16539,1,0,2,900.1636661,26.724219,88.326357,22.0
16540,0,0,2,770.0413391,19.255098,72.9815265,95.0
16541,0,0,1,666.4815329,24.69028,78.41889,120.0
16542,1,0,2,1049.868766,20.898807,74.76403,28.0
16543,1,0,1,700.0350017999999,30.55,77.3,40.0
16544,0,0,3,1400.0,26.8626,75.7633,42.0
16545,0,0,3,1350.135014,18.559756,73.882438,120.0
16546,0,0,2,1100.046318,24.69028,78.41889,190.0
16547,1,0,3,1700.037779,12.87028,74.88056,90.0
16550,0,0,2,573.0002292,19.1615,72.8731,150.0
16552,0,1,3,706.048482,19.222101,72.988231,120.0
16554,0,0,2,1250.0,26.900926,75.775927,42.5
16555,1,0,2,1255.075674,22.08367,82.17627,34.0
16556,0,0,4,2250.302925,28.5942,77.3675,130.0
16557,0,1,2,996.3467287,19.05871,72.89969,180.0
16558,0,0,3,2121.940869,28.510825,77.006087,150.0
16560,1,0,2,1074.380165,27.224363,79.03372,26.0
16561,0,1,3,1806.0,12.88419,74.85526,90.3
16562,0,0,2,1299.82669,18.45466,73.871891,75.0
16563,0,0,3,1751.5052,12.972015,77.56302099999999,160.0
16564,0,0,3,1518.159524,12.961,80.2409,130.0
16565,1,0,2,900.2057613,27.18,78.02,35.0
16566,0,0,1,595.0733462000001,22.54111,88.33778000000001,21.5
16567,1,0,3,1524.971407,23.185756,77.498465,40.0
16569,2,1,2,342.7098755,18.975268,73.109062,62.5
16570,0,0,3,1575.931232,28.381971000000004,77.347688,55.0
16571,0,0,4,1850.239443,28.5679,77.3679,85.0
16573,0,1,2,680.0348736000001,19.2836,72.8675,78.0
16574,0,0,3,1710.334789,23.176444,77.44891700000001,47.0
16575,0,0,3,1500.0,12.859291,77.541551,96.0
16576,0,0,3,1552.967277,28.9196,76.8972,56.0
16577,0,0,2,1440.121273,10.782597,79.842124,57.0
16578,1,0,3,1487.173132,22.54111,88.33778000000001,120.0
16579,0,0,3,1014.507457,24.090195,87.990011,200.0
16580,0,0,3,1600.0,18.637802,73.745912,96.0
16582,1,0,2,1080.246914,23.399528,85.357421,42.0
16583,0,0,2,1050.2283109999998,21.105779,79.078497,46.0
16584,0,0,3,1220.220802,28.5041,77.381557,42.0
16585,0,0,4,1541.745731,30.6665,76.8625,65.0
16587,0,0,2,1240.694789,28.5679,77.3679,140.0
16588,0,1,2,1065.049975,12.934997,77.61585699999999,65.0
16589,0,0,3,1097.836616,19.2167,73.0833,68.0
16590,0,1,1,750.0340924999999,19.1759,72.9522,110.0
16591,1,0,3,1150.139882,24.692547,78.408129,37.0
16592,1,0,3,1600.0,12.90579,77.54264,74.0
16593,2,1,3,1179.487179,12.919987,77.489265,46.0
16594,1,0,2,1150.1850869999998,12.863421,77.652405,43.5
16595,1,1,3,1150.121065,26.1081,91.7312,38.0
16596,0,0,1,706.0722211,18.798889000000003,73.323278,35.0
16598,0,0,2,548.417424,19.1758,72.8643,140.0
16599,0,0,3,1560.8116220000002,12.9847,77.5491,130.0
16600,0,0,4,1950.078003,18.96667,72.83333,300.0
16601,1,0,3,1899.936669,24.604715,73.71248100000001,60.0
16602,1,0,2,1350.277998,12.934424,77.493907,51.0
16603,0,0,2,1011.494253,24.69028,78.41889,110.0
16604,1,0,3,1399.688958,21.15389,79.08306,45.0
16605,0,0,3,1754.385965,30.6665,76.8625,110.0
16606,0,0,3,2174.102096,28.415573,77.111387,250.0
16607,1,0,2,1199.717713,13.33222,74.74611,34.0
16608,0,0,2,697.1556051,19.126499,72.99956,100.0
16609,0,0,2,681.0958075,19.068492000000003,72.898896,180.0
16611,1,0,3,1050.013816,21.152819,79.06953100000001,38.0
16612,0,0,3,1855.058125,30.662283,76.822397,75.0
16614,0,0,3,1384.981606,28.585757,77.396668,64.0
16615,1,0,2,1120.079064,26.90595,83.97721899999999,68.0
16616,0,0,2,1117.55256,18.996549,72.842967,320.0
16617,0,1,2,1334.167188,20.257483,85.780142,64.0
16619,1,0,2,1124.974432,30.73528,76.79111,55.0
16620,1,0,2,1080.394026,21.16094,72.77399100000001,34.0
16621,1,0,3,1300.191205,26.979452,75.765051,34.0
16622,0,0,3,1580.882353,12.86,77.786,86.0
16623,1,0,2,1250.0,23.251688,77.43377,38.0
16624,1,0,1,502.9986458000001,18.549645,73.924971,26.0
16625,0,0,3,1700.921332,18.627,73.7829,120.0
16626,0,1,2,1345.236639,13.054202,77.674002,110.0
16629,1,0,2,1200.0,21.17,72.83,36.0
16630,0,0,2,1280.45177,24.0447,78.9592,390.0
16631,0,0,4,2200.1047670000003,28.527597,77.389374,84.0
16632,0,0,1,550.0084617000001,18.96,72.82,260.0
16633,0,0,2,1253.204215,18.5823,73.983,44.0
16634,0,1,1,454.99944510000006,24.69028,78.41889,82.0
16635,0,0,2,1245.071592,12.96991,77.59796,120.0
16636,0,0,4,2600.0,30.682453,76.75695999999999,78.0
16637,1,0,2,1400.1680199999998,13.0631,80.1719,100.0
16638,0,0,4,2949.482272,30.594843,76.84983000000001,94.0
16639,1,0,2,1300.236407,15.53333,80.0,33.0
16641,0,0,2,750.0,19.283359,72.864964,63.0
16642,0,0,2,1110.0148,18.66238,73.80315999999999,90.0
16643,0,0,3,1797.5663719999998,12.9958935,77.761394,130.0
16644,0,0,3,1278.04878,22.54111,88.33778000000001,52.4
16645,0,0,2,973.9614391,12.87004,77.673275,49.0
16646,0,0,2,1060.025543,19.0168,73.09646,83.0
16647,1,0,3,1440.167583,13.077741,80.16490300000001,110.0
16648,0,0,3,1590.36692,13.04034,77.591347,140.0
16649,0,0,2,674.6139258,21.490368,73.338475,24.9
16650,0,0,3,1599.607458,12.9958935,77.761394,81.5
16651,1,0,3,1200.104357,28.689982,77.339807,46.0
16652,0,0,3,1900.057002,28.5035,77.426447,100.0
16653,0,0,3,1741.9579609999998,18.5481,73.8995,150.0
16654,0,0,3,2057.498749,19.05871,72.89969,370.0
16655,1,1,3,1350.256549,24.81667,92.8,50.0
16656,1,0,2,788.9447236000001,12.968,80.1502,47.1
16657,1,0,2,1120.0,25.554111,87.549634,35.0
16658,0,0,2,1043.841336,19.1983,72.8409,130.0
16660,0,0,1,712.0058925,13.019638,80.22798900000001,58.0
16661,0,0,2,1012.145749,12.93687,77.720248,70.0
16662,0,0,1,638.8888889,19.833966,85.85101800000001,23.0
16664,1,1,2,1005.025126,18.5823,73.983,50.0
16665,1,0,3,1555.048725,12.96991,77.59796,75.0
16666,0,0,2,960.0495509,18.5993,73.7625,62.0
16667,0,0,3,1684.2680260000002,12.89412,77.704355,92.5
16668,1,0,2,850.2772643,14.461706,75.894216,23.0
16669,0,0,3,1900.041305,28.716907,77.12469899999999,230.0
16670,0,0,4,2912.055911,52.55689399999999,-8.369953,250.0
16671,1,1,2,1262.201279,25.56306,84.67111,75.0
16672,0,0,3,1848.357792,30.662283,76.822397,52.9
16675,0,0,3,2666.666667,13.088349,77.391049,320.0
16676,0,0,4,2807.085471,12.96991,77.59796,290.0
16677,0,0,1,640.060241,27.16726,75.70950500000001,42.5
16678,1,0,2,899.58159,26.816817,75.859658,21.5
16679,1,0,3,1474.13562,13.114624,80.188519,110.0
16680,0,1,2,1090.1162789999998,22.72056,75.84722,30.0
16682,0,1,3,859.0308369999999,22.54111,88.33778000000001,78.0
16683,0,0,4,2363.080345,22.54111,88.33778000000001,170.0
16684,0,0,2,656.0,18.430375,73.815337,41.0
16685,1,0,2,1087.138317,13.141581,77.749756,65.0
16687,1,0,2,1250.0,12.852171,80.216826,55.0
16688,0,0,2,1189.282627,13.013312,77.662077,68.8
16689,0,0,2,1258.695652,12.96991,77.59796,57.9
16690,1,0,2,845.2535761,12.9799,79.9811,26.0
16691,2,1,2,997.168921,15.84115,74.493486,31.7
16692,0,0,3,1500.110302,26.91868,75.750399,68.0
16693,2,1,3,1360.0,13.0306,77.6485,54.4
16694,0,0,1,649.8700259999999,24.69028,78.41889,32.5
16695,0,1,3,1306.6771199999998,18.558319,73.77588,100.0
16696,0,0,4,2030.685921,30.33,78.06,90.0
16699,1,0,4,2073.588135,17.815234,83.35818,72.7
16700,1,0,3,1684.4833170000002,28.698133,77.335746,52.0
16701,0,0,4,1776.198934,30.692243,76.750614,120.0
16702,0,0,3,1569.574404,12.87028,74.88056,52.0
16703,0,0,2,1100.16044,12.892154,77.611767,48.0
16704,0,0,3,1620.029455,12.905368,77.580403,110.0
16705,1,0,2,1008.928571,50.817397,4.42145,45.2
16706,1,0,2,1200.0,22.476802,70.090886,21.0
16707,0,0,3,1122.2256960000002,22.54111,88.33778000000001,35.9
16708,1,0,2,1100.0,30.741981,76.743942,110.0
16709,0,0,3,1345.072145,12.96991,77.59796,110.0
16710,1,0,3,1823.281907,20.751625,78.624557,39.0
16711,0,0,3,1910.201913,30.662283,76.822397,71.9
16712,0,1,1,415.379334,18.96,72.82,24.2
16713,1,0,3,1350.318471,29.97564,77.556772,53.0
16714,0,0,4,2204.120747,13.055985,77.622157,230.0
16715,0,0,2,1133.110687,12.934997,77.61585699999999,95.0
16716,0,0,3,1559.282142,26.741803000000004,88.395904,53.0
16717,0,0,3,1850.270424,30.6665,76.8625,65.0
16718,1,0,2,982.1753365,12.852171,80.216826,54.0
16719,0,0,2,1174.875734,19.239813,72.962722,130.0
16720,0,0,2,1268.230818,13.048081,77.756825,60.0
16721,0,0,3,1836.484832,19.255098,72.9815265,270.0
16722,0,0,3,1990.44586,30.66486,76.70610699999999,75.0
16723,0,0,2,850.0991782,22.5922,88.484911,30.0
16725,1,0,2,649.8283472,22.328394,73.176639,26.5
16726,0,0,3,1773.0496449999998,18.475864,73.89000899999999,110.0
16727,1,0,1,1094.418466,12.96991,77.59796,110.0
16728,0,0,3,1554.550594,28.478619,77.291147,110.0
16729,1,0,1,539.9568035,18.649739,73.800326,30.0
16730,1,0,3,1500.0,30.712867,76.648557,45.0
16731,0,1,4,2478.851577,30.73528,76.79111,96.7
16732,0,0,2,950.0146156,19.139348,72.820458,260.0
16733,1,0,2,1030.126336,9.952439,76.36329649999999,53.0
16735,1,0,3,1365.103003,21.158795,77.317542,55.0
16736,0,0,3,1456.953642,12.896796,77.5724,110.0
16737,0,0,2,1000.0,22.54111,88.33778000000001,30.0
16739,1,1,2,1209.677419,21.12359,72.804292,42.0
16740,1,0,2,1155.045351,12.934997,77.61585699999999,81.5
16741,0,0,3,1896.733404,12.96991,77.59796,90.0
16742,0,0,3,1448.035279,19.255098,72.9815265,220.0
16743,0,0,2,1095.311299,26.900926,75.775927,28.5
16744,0,1,2,800.0,12.89911,80.169,30.0
16745,1,0,3,1385.041551,12.858535,77.590438,50.0
16746,1,0,3,1448.254266,20.260071,85.83189300000001,92.5
16747,0,0,2,1100.110011,18.150834,74.569131,100.0
16748,0,1,1,690.0212313999999,24.69028,78.41889,65.0
16749,0,1,1,650.0436596,19.147866,72.932609,67.0
16750,0,0,3,1550.120565,30.658839,76.681686,45.0
16752,0,1,3,961.5384615,19.161955,72.839616,250.0
16753,0,0,2,975.0390016,18.973908,73.02510600000001,75.0
16754,0,0,3,1364.522417,26.91667,75.86667,35.0
16756,1,0,2,1300.0,22.24124,73.200301,26.0
16757,1,0,3,1075.0,13.11389,77.59833,43.0
16758,1,0,3,1252.191335,16.5333,81.5333,50.0
16759,1,0,3,1585.014409,23.196253,85.765283,66.0
16760,0,0,3,2044.006252,12.8855,77.5638,170.0
16761,0,0,3,1850.103832,30.313141,78.044472,98.0
16762,0,0,3,1675.041876,19.038205,73.06612,170.0
16763,0,1,2,1002.460585,18.96667,72.83333,110.0
16764,0,0,2,730.0792657000001,22.54111,88.33778000000001,35.0
16765,0,1,2,1250.82291,19.235,72.8598,190.0
16767,0,1,3,1571.428571,12.9255,77.6765,110.0
16768,1,0,3,1314.405889,18.52361,73.84778,100.0
16769,1,0,2,914.9891865,15.591970000000002,73.80894,55.0
16770,0,0,2,1257.158821,19.1849,72.8347,180.0
16771,0,0,2,1227.0748119999998,18.097689000000003,74.735239,93.0
16772,0,0,4,2758.62069,28.401971000000003,77.09943299999999,240.0
16773,0,0,3,1389.205192,10.52,76.21,61.0
16775,1,0,3,1560.062402,25.61,85.14139,90.0
16776,0,0,3,1350.21097,28.5679,77.3679,80.0
16777,0,1,4,2582.925503,26.903207,75.840568,190.0
16779,0,1,2,930.0035559,19.139348,72.820458,340.0
16780,0,0,2,827.2006389,19.1615,72.8731,290.0
16781,1,0,2,1050.199538,12.90489,77.519299,50.0
16783,1,0,2,950.269243,28.63676,77.36315,30.0
16784,0,0,3,1883.959044,30.662283,76.822397,82.8
16788,0,0,2,920.0690052,18.96667,72.83333,48.0
16789,0,0,3,1266.222378,28.368269,77.37273,36.1
16790,0,0,2,1206.155552,28.743724,76.81131500000001,87.0
16791,0,1,1,762.0164127,19.038205,73.06612,65.0
16792,1,0,2,772.0144753,28.662407,77.139149,160.0
16796,0,0,2,1481.2986050000002,12.865219,77.59036,120.0
16797,1,0,3,1567.225735,28.406388,77.342588,57.0
16799,0,1,2,1256.597135,19.1955,72.8728,150.0
16800,1,0,2,1190.121988,12.90015,80.22791,80.0
16801,0,1,3,1411.940299,21.279707,78.842789,47.3
16802,0,1,2,1242.887092,18.5853,73.7413,83.0
16803,1,0,2,740.0194742000001,17.7,83.25,38.0
16804,1,0,3,1400.0,16.515342999999998,80.65431099999999,70.0
16805,1,0,3,1668.41453,15.45056,73.80333,350.0
16807,0,0,3,1418.867925,26.928785,75.828002,37.6
16809,0,0,3,2578.101304,20.029201,73.787918,170.0
16810,1,0,3,1919.608348,21.218626,72.862113,74.5
16811,1,0,2,976.159189,40.99482329999999,-85.7661219,52.0
16812,1,0,2,1383.801384,12.96991,77.59796,68.0
16813,1,0,2,1033.057851,13.11389,77.59833,65.0
16814,1,0,3,1523.065193,28.9196,76.8972,79.9
16815,0,1,3,1677.070716,22.491565,88.402473,180.0
16817,1,0,3,1740.020471,21.151992,72.81002,85.0
16818,0,0,3,1900.029231,30.382066,78.123734,65.0
16819,1,0,2,938.0329733,30.664299,76.817624,33.0
16820,0,1,3,1214.329083,19.222101,72.988231,140.0
16821,0,0,2,1150.103214,18.097689000000003,74.735239,78.0
16822,0,0,3,1380.150193,9.930471,76.271273,68.0
16823,0,0,3,1750.087504,19.164548,73.52786800000001,200.0
16824,0,1,3,1425.178147,17.7,83.25,54.0
16825,0,1,2,1005.180546,19.1759,72.9522,130.0
16828,1,0,2,1099.807534,21.022122,79.007475,40.0
16830,0,0,2,973.3333332999998,12.960634,77.523237,43.8
16831,0,0,4,2633.311389,12.8855,77.5638,240.0
16832,0,1,2,800.0719166,19.35269,72.864824,44.5
16835,1,0,3,1399.847289,17.717329,83.315212,110.0
16836,0,0,2,973.9959993999998,13.03478,80.15586,63.3
16840,1,0,3,1355.01355,18.72,73.68,70.0
16841,2,1,3,1386.535203,18.966114,73.148278,180.0
16844,1,0,3,1230.186894,18.669125,78.10801500000001,52.0
16845,0,1,3,1434.42623,19.1955,72.8728,280.0
16846,0,0,3,1951.337027,30.3018,78.015,81.0
16847,0,1,2,597.6992331,24.6902,78.416,71.7
16848,1,0,2,1200.192031,28.59632,77.38143000000001,50.0
16849,0,0,3,1415.173338,12.8458,77.6727,84.5
16850,0,0,3,1852.589641,22.72056,75.84722,46.5
16851,1,0,2,668.0838142000001,26.807408,75.83865899999999,22.0
16852,0,0,2,950.0662837,28.527597,77.389374,43.0
16855,0,0,3,1936.278824,22.54111,88.33778000000001,110.0
16856,0,1,3,1655.8119,28.514348,76.983292,150.0
16857,0,0,2,1345.00427,30.661104,76.746082,63.0
16858,0,0,4,2359.979633,28.431862,77.351104,92.7
16860,0,0,2,1008.445733,19.1759,72.9522,160.0
16861,0,0,2,810.0081001,18.914541,72.818211,180.0
16863,0,1,2,1102.362205,12.90015,80.22791,51.8
16864,2,1,3,781.0356653,18.647126,73.763802,91.1
16865,0,0,4,2653.0411710000003,12.96991,77.59796,270.0
16866,0,0,2,829.0749817000001,19.255098,72.9815265,79.5
16867,1,0,2,851.1443162,12.852171,80.216826,45.0
16868,0,0,2,1216.175129,12.9958935,77.761394,80.0
16869,1,0,2,1049.7000859999998,23.25,77.41667,24.5
16870,0,0,2,855.0256508,28.568096,77.390253,45.0
16871,2,0,2,1191.2150869999998,9.952439,76.36329649999999,49.9
16872,1,0,3,1536.09831,28.583704,77.360401,120.0
16874,1,0,2,2316.680097,15.45056,73.80333,230.0
16875,0,0,3,1672.0,22.760061,75.928572,50.16
16877,1,0,4,2500.0,9.97833,76.28361,100.0
16878,0,0,3,1842.04467,28.388225,76.946376,160.0
16879,2,0,3,1195.489968,18.452663,73.93104,72.1
16880,0,0,1,630.03663,19.049989,73.077321,43.0
16882,0,0,2,1339.060131,28.431862,77.351104,53.0
16883,1,0,3,1518.026565,28.6221,77.3674,80.0
16884,2,1,1,374.251497,19.124896,72.89350300000001,130.0
16885,1,0,3,930.1270417000002,27.254098,78.27282,41.0
16886,1,0,2,865.7301535,28.2102,76.8606,26.5
16887,1,1,2,1380.071764,28.551820000000003,77.324137,150.0
16888,0,0,2,999.4332137,12.86,77.786,52.9
16889,2,1,3,1222.727273,23.660741,87.24367600000001,26.9
16890,0,0,2,645.6535775,20.084522,72.900306,110.0
16892,1,0,3,1745.0042219999998,26.832353,75.841749,62.0
16893,0,1,2,923.1562661,18.573994,73.753171,53.7
16894,1,0,2,1167.13352,18.964489,73.019574,150.0
16895,0,0,2,1020.199959,13.079758,77.535738,50.0
16896,0,0,3,1281.229981,20.26444,85.82806,40.0
16898,1,0,2,990.0990099,20.390456,72.91401,29.0
16900,0,0,3,1959.459459,30.662283,76.822397,69.6
16902,0,1,3,1284.246575,25.41667,85.16667,60.0
16903,1,0,2,684.1115102000001,12.981445,80.160441,40.0
16904,1,0,2,800.0,19.9011,75.3199,28.0
16905,0,0,2,1238.938053,28.686091,77.334644,33.6
16906,0,0,3,2235.318025,9.9800255,76.27530300000001,220.0
16907,0,1,2,618.7770715,24.69028,78.41889,110.0
16908,0,0,3,1570.012756,12.96991,77.59796,160.0
16909,1,0,2,1129.264777,21.27,78.58,47.0
16910,1,0,5,1300.014445,20.26444,85.82806,90.0
16911,0,0,2,1175.494399,19.068492000000003,72.898896,170.0
16912,0,0,2,940.0324149,21.15389,79.08306,29.0
16914,1,0,2,1250.0,12.989437,77.71780600000001,60.0
16915,0,0,1,425.6433763,24.69028,78.41889,130.0
16916,1,0,2,930.0780601,13.077741,80.16490300000001,56.0
16917,1,1,3,1400.107701,20.100361,79.103607,52.0
16919,0,1,3,1639.613051,28.576117,77.382136,100.0
16921,0,0,3,2475.247525,30.661104,76.746082,130.0
16923,1,0,3,1335.028608,22.882048,75.6803,42.0
16924,0,0,3,1080.0,19.161955,72.839616,270.0
16925,1,0,3,2004.008016,13.01926,77.64723599999999,70.0
16927,0,0,3,1836.158192,19.049214000000003,73.072916,130.0
